age,annual_income,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,employment_years,num_open_accounts,num_derogatory_marks,late_payments_2yr,loan_purpose,default
53,59129.26,23058.38,36,638,0.3457,15.7,18,0,0,home_improvement,0
52,26913.51,11890.24,24,850,0.3932,3.0,7,0,0,education,0
37,51784.18,8830.62,36,850,0.5093,6.5,18,0,0,debt_consolidation,0
53,106569.19,5923.22,24,595,0.4819,5.5,15,0,0,business,0
53,109396.06,14635.33,12,704,0.3376,11.1,9,1,0,debt_consolidation,1
55,81847.96,15371.27,12,664,0.1488,10.5,19,0,0,education,0
32,76029.62,21282.38,24,650,0.5875,2.8,14,0,0,education,0
31,49268.73,7198.02,36,792,0.1848,2.5,14,0,0,home_improvement,0
36,69975.8,8827.07,48,714,0.397,6.0,11,1,0,education,0
38,69142.54,25529.53,48,565,0.1206,0.4,10,0,1,personal,0
61,65434.78,22961.49,36,723,0.8059,8.6,2,1,0,debt_consolidation,0
39,85164.44,22986.56,24,650,0.3335,21.4,18,0,0,business,0
30,41414.0,1000.0,48,644,0.0523,1.0,9,0,0,home_improvement,0
46,129051.11,7238.92,60,639,0.352,1.2,18,0,0,business,0
61,105619.61,16814.09,36,621,0.0745,9.6,18,1,0,personal,0
35,44700.55,15816.49,60,708,0.2462,2.3,11,0,4,home_improvement,0
46,67689.12,9833.67,60,758,0.2345,7.4,16,0,1,debt_consolidation,0
43,50029.48,20587.36,12,481,0.2142,2.7,3,0,0,debt_consolidation,0
51,80904.48,15827.96,36,601,0.1519,2.0,1,0,1,personal,0
41,62769.67,18491.51,60,752,0.1267,2.5,8,0,0,debt_consolidation,1
42,20000.0,12416.8,24,709,0.6787,14.7,10,0,0,debt_consolidation,0
53,41976.4,8863.92,12,625,0.1143,2.7,4,0,1,debt_consolidation,0
42,98162.22,20215.48,36,517,0.4261,1.0,3,1,0,debt_consolidation,1
56,59528.41,18160.3,60,632,0.0584,3.1,12,0,0,debt_consolidation,0
53,59299.96,5994.04,60,669,0.2285,5.5,7,1,1,education,0
51,81729.25,15733.18,60,713,0.1075,0.1,19,0,1,home_improvement,0
60,88498.86,12096.66,60,749,0.3958,1.0,11,0,0,personal,0
33,62772.83,8720.35,12,613,0.5704,0.8,2,0,1,debt_consolidation,0
62,20000.0,14305.17,24,669,0.7636,15.7,5,1,1,business,0
39,44923.3,11054.23,48,743,0.0497,5.4,16,0,1,education,0
42,20000.0,13302.33,60,712,0.1151,5.5,2,0,0,debt_consolidation,0
34,30010.43,27069.82,36,740,0.2502,4.9,10,0,2,education,0
42,66927.12,18844.06,60,537,0.2422,3.9,10,0,1,education,0
29,66155.6,23073.07,12,793,0.1235,0.1,14,1,0,education,0
61,96885.25,10418.18,24,614,0.0644,1.2,19,0,1,business,0
28,64181.23,10079.75,36,792,0.1242,5.5,11,0,1,education,0
44,43046.8,19247.43,36,628,0.2479,11.0,18,0,0,business,0
53,95072.93,1000.0,12,657,0.4389,0.1,17,0,0,debt_consolidation,0
32,108778.57,7373.97,36,711,0.1926,0.9,16,1,0,debt_consolidation,0
43,87914.36,19158.58,24,758,0.1898,17.9,14,0,1,debt_consolidation,0
43,63318.54,17457.94,24,524,0.5916,0.3,18,0,0,home_improvement,0
64,57299.29,11221.38,24,510,0.1989,2.8,2,0,1,business,1
46,35210.72,16110.04,12,606,0.4583,8.4,10,1,0,home_improvement,0
43,45247.1,10334.08,12,716,0.4741,0.8,15,0,1,business,0
49,53791.24,24461.13,60,625,0.1248,3.7,1,1,1,personal,0
50,31893.06,23434.65,24,727,0.0709,6.5,10,0,0,business,0
34,56626.78,5663.44,24,729,0.2099,4.8,14,1,2,debt_consolidation,0
39,57959.82,6035.58,36,655,0.2844,0.1,19,0,0,business,0
23,96859.76,29684.5,60,696,0.182,4.6,17,0,1,debt_consolidation,0
50,24524.08,12572.15,48,764,0.0861,3.1,14,1,0,debt_consolidation,0
42,69310.38,22821.35,60,687,0.2236,7.2,18,0,0,business,0
36,30975.37,9206.8,60,676,0.4539,2.1,3,0,0,personal,0
48,20000.0,10927.52,24,850,0.2568,16.7,16,0,1,business,0
52,52643.54,12254.05,60,665,0.1686,7.2,4,0,1,business,0
36,65471.73,18894.09,24,771,0.2497,1.8,16,1,0,personal,0
44,96805.57,16816.84,48,670,0.4612,3.5,2,0,1,debt_consolidation,0
45,58268.82,2740.48,36,693,0.0822,0.3,2,1,0,personal,0
34,51537.68,8752.89,12,631,0.2383,2.0,18,0,1,debt_consolidation,0
43,47451.17,9933.27,36,666,0.2228,3.6,19,0,0,education,0
64,52062.22,14489.39,48,657,0.2926,5.0,5,0,2,education,0
58,20000.0,18939.91,24,659,0.2368,1.1,10,2,0,debt_consolidation,0
54,44517.86,14236.72,48,571,0.4386,0.5,16,0,1,debt_consolidation,0
24,85038.99,3527.96,48,690,0.276,0.6,11,2,0,debt_consolidation,0
40,20000.0,17716.77,48,721,0.3035,0.8,3,0,1,home_improvement,0
44,54621.91,11701.15,24,725,0.123,18.6,8,0,0,education,0
50,57782.36,24937.3,36,733,0.281,0.6,17,0,0,education,0
51,82909.73,13529.15,24,785,0.2469,5.6,14,2,2,home_improvement,0
60,67917.13,10653.16,12,781,0.4951,3.6,19,0,0,business,0
46,75543.91,10566.07,60,753,0.1155,2.2,4,2,0,business,0
58,46351.24,19990.51,48,626,0.4306,6.8,9,0,1,debt_consolidation,0
29,21042.55,5500.73,12,695,0.2489,8.2,11,0,0,debt_consolidation,0
63,51749.55,7787.44,12,704,0.2525,1.3,18,0,0,debt_consolidation,0
37,61433.11,12568.09,48,689,0.0954,2.7,18,0,0,debt_consolidation,0
29,93948.56,19704.12,60,620,0.6084,3.6,3,0,0,personal,0
22,29307.68,15185.58,60,671,0.1258,20.8,2,1,0,debt_consolidation,0
26,117219.98,14887.19,60,581,0.3208,0.0,17,0,0,business,0
24,69312.8,19603.33,24,612,0.3846,5.6,13,0,0,business,0
22,45970.52,7181.51,24,724,0.4629,2.5,14,0,0,personal,1
25,44673.07,20422.61,12,790,0.243,1.0,1,1,0,business,0
61,61007.89,21473.84,36,633,0.326,12.1,19,0,1,education,0
56,63308.2,26900.77,60,747,0.3569,1.0,2,0,0,business,0
53,65330.72,38444.85,36,692,0.1361,2.8,16,0,0,personal,0
63,80939.36,19381.28,12,850,0.2965,0.2,3,0,1,home_improvement,0
55,48470.29,22460.53,60,828,0.034,1.5,12,0,0,debt_consolidation,0
64,67658.48,10087.56,24,675,0.6529,11.1,18,0,0,education,0
46,56625.35,19918.49,48,639,0.3436,0.6,4,0,0,business,0
31,106167.97,29794.67,36,668,0.5119,5.1,15,0,1,debt_consolidation,0
42,20000.0,3425.78,60,697,0.2806,0.3,7,0,0,education,0
60,118628.98,24283.92,60,626,0.2514,3.9,11,0,0,debt_consolidation,0
48,42909.96,19308.18,60,609,0.178,1.2,16,0,1,education,0
48,37862.38,21577.72,48,689,0.4326,0.9,13,0,0,home_improvement,0
23,57595.75,18834.59,48,770,0.2385,0.8,12,0,2,home_improvement,0
62,70401.91,3922.42,60,560,0.3857,1.6,12,0,0,personal,0
34,55918.36,1000.0,12,682,0.4937,1.5,7,1,0,education,0
30,79937.16,15553.88,36,695,0.602,7.7,14,1,1,debt_consolidation,0
57,53763.24,4019.17,60,776,0.3041,20.2,3,1,0,business,0
43,48908.58,28439.03,24,657,0.1669,5.2,15,0,1,education,0
63,41885.73,6974.48,24,800,0.0555,9.0,15,0,0,debt_consolidation,0
47,96511.73,23361.55,12,477,0.6249,2.9,4,0,0,business,0
33,74609.55,17407.48,36,684,0.2083,4.0,2,1,0,education,0
38,36076.62,20776.6,12,725,0.3662,1.1,19,0,0,debt_consolidation,0
35,53691.81,7685.08,24,732,0.3254,0.5,8,1,0,personal,0
35,31903.78,30203.78,24,680,0.3316,9.6,11,0,0,business,0
55,133143.92,14868.13,24,598,0.0982,4.9,8,0,0,education,0
41,69577.63,31767.79,48,529,0.3356,7.4,11,0,0,debt_consolidation,0
32,20000.0,18989.66,24,608,0.3539,9.6,6,0,0,business,0
37,31001.61,9064.74,12,494,0.1867,4.8,13,0,0,home_improvement,0
52,33739.48,19874.35,60,695,0.0439,21.1,12,1,1,home_improvement,0
27,72316.23,21959.15,36,717,0.2195,0.2,6,0,0,education,0
40,22554.22,12012.51,12,813,0.2727,2.5,18,0,1,business,0
58,30860.29,18941.55,36,678,0.4125,5.4,3,1,0,education,0
25,58717.35,22315.25,48,655,0.3766,27.1,19,2,1,business,0
25,62927.15,7111.45,60,695,0.3223,4.9,5,1,0,education,1
41,51145.89,9771.7,48,753,0.4435,7.2,19,0,0,debt_consolidation,0
31,54618.66,5828.91,48,665,0.1659,3.1,17,1,0,business,0
45,29122.51,29338.61,12,733,0.0415,9.4,10,1,1,personal,0
56,76153.53,11646.8,60,644,0.1538,1.5,19,0,1,debt_consolidation,0
47,20000.0,30171.94,60,713,0.4094,11.4,17,0,0,home_improvement,0
58,60886.91,15135.62,24,717,0.5089,2.0,8,0,0,debt_consolidation,0
59,109512.32,1000.0,48,811,0.5254,5.4,16,1,0,personal,0
42,55848.64,20753.07,48,527,0.1091,5.3,12,0,0,debt_consolidation,0
61,30024.16,19030.68,36,761,0.3479,14.6,10,0,0,education,0
60,62083.42,12621.44,24,565,0.1799,11.0,16,0,1,home_improvement,0
42,57294.93,14175.77,24,686,0.3457,9.2,9,0,0,home_improvement,0
31,69611.67,25538.06,60,722,0.17,2.6,17,1,0,education,0
59,69207.43,14831.55,48,653,0.1616,1.1,6,0,0,business,0
25,89055.57,12279.74,24,736,0.2894,3.3,15,1,1,business,0
41,52449.14,1000.0,36,698,0.0578,3.7,18,0,0,business,0
38,44105.57,21562.21,48,703,0.1682,5.7,2,0,0,debt_consolidation,0
28,44737.89,16179.3,60,683,0.4279,8.0,2,0,0,home_improvement,0
25,48583.09,16588.7,24,628,0.1892,11.8,11,1,1,education,0
50,72163.81,20140.33,24,727,0.1429,4.5,3,0,0,personal,1
35,30399.6,18432.24,12,747,0.6647,9.9,19,0,1,business,0
24,41368.57,4652.59,48,574,0.5006,17.8,16,1,0,home_improvement,0
45,66257.68,10901.75,60,685,0.6828,5.5,16,1,1,business,1
58,95121.13,17069.86,60,691,0.2792,1.2,1,0,0,education,0
37,42888.43,15505.44,24,569,0.4498,0.9,11,0,0,debt_consolidation,0
25,73730.62,1000.0,36,636,0.2618,7.6,13,1,0,personal,0
45,59788.58,9550.28,48,600,0.2239,1.7,10,0,0,personal,0
55,77589.69,24506.98,60,778,0.0118,1.3,3,2,0,business,0
51,66486.34,1000.0,60,847,0.4733,5.2,8,1,0,debt_consolidation,0
39,65676.23,1000.0,12,732,0.4701,5.9,6,0,1,debt_consolidation,0
40,128813.82,13381.89,48,794,0.3094,1.4,14,0,1,debt_consolidation,1
52,138244.59,16736.98,48,708,0.1968,1.1,10,0,1,debt_consolidation,0
40,58424.6,13226.4,48,739,0.1877,9.6,10,0,0,business,0
40,42063.09,21690.02,48,823,0.5429,11.6,12,0,0,home_improvement,0
43,71051.1,32656.47,60,706,0.3473,0.4,7,0,3,debt_consolidation,0
45,80099.92,21911.15,24,739,0.1009,4.7,18,0,0,personal,0
33,98017.49,1000.0,12,719,0.27,12.2,13,1,0,business,0
51,20000.0,8267.77,36,654,0.3981,2.8,4,1,0,debt_consolidation,0
59,54733.94,15710.58,60,704,0.4787,6.6,16,0,2,debt_consolidation,0
52,52299.78,1788.32,48,580,0.3486,4.3,14,0,0,home_improvement,0
57,44824.86,18857.74,12,726,0.1897,12.1,9,0,0,personal,0
40,27578.41,19910.94,24,731,0.1278,6.5,9,0,0,debt_consolidation,0
57,59386.35,1000.0,36,779,0.2877,2.3,19,0,1,personal,0
51,82613.66,16081.04,48,721,0.2418,4.2,16,0,1,debt_consolidation,0
54,33885.98,17847.0,24,733,0.352,2.1,10,2,0,home_improvement,0
39,67194.28,4907.81,60,645,0.1803,11.5,18,0,1,education,0
49,75495.63,13130.22,36,707,0.2708,1.7,15,1,0,personal,0
32,106085.83,19280.98,48,668,0.4682,2.3,17,0,0,business,0
54,80879.45,9990.55,36,730,0.3908,17.1,6,0,0,business,0
38,62866.13,23624.71,24,691,0.3814,0.8,15,0,1,debt_consolidation,0
27,72786.1,6241.6,48,698,0.2853,1.7,15,0,0,personal,0
25,84068.53,12674.23,48,633,0.3676,0.6,17,0,0,debt_consolidation,0
41,68020.69,12332.52,24,721,0.2898,1.3,9,0,1,education,0
48,84668.58,13146.63,12,617,0.1528,17.4,9,0,1,debt_consolidation,0
36,56688.95,17213.07,24,682,0.3534,10.4,1,0,1,debt_consolidation,0
27,95011.0,8274.76,12,735,0.0785,0.2,15,0,1,debt_consolidation,0
35,52259.18,9452.11,60,756,0.5702,1.4,10,0,0,home_improvement,0
32,47855.94,6358.1,48,677,0.3964,13.2,19,1,1,home_improvement,0
60,53296.49,16165.57,24,668,0.0839,9.4,10,0,0,business,0
30,40739.23,20192.48,36,653,0.2834,5.6,7,0,1,education,0
47,83861.81,12808.46,36,705,0.5036,3.7,13,0,0,personal,0
37,25687.73,8392.43,48,615,0.1964,11.0,6,1,0,personal,0
26,54164.38,8881.72,36,568,0.5874,2.6,16,1,0,debt_consolidation,0
31,73110.32,19574.44,36,641,0.1561,2.1,19,0,1,personal,0
24,65302.59,1000.0,36,759,0.2425,2.9,6,0,0,education,0
34,63951.52,13049.54,48,537,0.4637,3.5,2,1,0,home_improvement,0
64,61434.97,8107.13,24,573,0.58,13.8,14,0,1,debt_consolidation,0
51,69111.45,7983.86,48,618,0.1819,6.9,2,1,0,education,0
27,39933.7,21103.89,48,789,0.1173,0.7,14,0,1,debt_consolidation,0
38,53014.61,13895.29,12,578,0.1228,0.1,3,0,0,home_improvement,0
40,58562.42,8315.42,12,764,0.3745,15.3,5,0,0,debt_consolidation,0
63,76395.79,17694.92,12,602,0.3316,2.5,3,0,1,business,0
56,88574.53,18548.38,12,711,0.1451,3.7,10,1,0,home_improvement,0
47,61698.17,23878.53,12,733,0.2218,4.7,19,0,1,personal,0
26,83357.69,16006.5,24,771,0.2056,3.3,13,0,0,education,0
50,67242.25,10856.92,12,745,0.2938,10.1,11,0,0,personal,0
58,63234.22,27935.42,60,690,0.5095,0.6,13,1,0,business,0
41,84610.41,26989.11,60,668,0.1591,17.4,17,1,0,debt_consolidation,0
42,28810.95,34504.08,48,788,0.1555,1.1,5,0,2,personal,0
31,76054.9,24187.51,48,658,0.2301,4.8,1,1,0,debt_consolidation,0
26,47858.57,20270.14,60,775,0.2508,2.6,6,0,0,debt_consolidation,0
57,90965.15,1000.0,60,616,0.4548,0.5,15,1,0,home_improvement,0
27,48553.06,27977.32,24,611,0.2386,1.3,4,0,0,business,0
47,57237.83,15047.31,60,655,0.22,5.3,15,0,0,home_improvement,0
25,25880.25,13422.37,36,829,0.4195,1.6,17,0,1,home_improvement,0
60,74182.63,18652.9,60,615,0.4704,0.9,15,0,0,debt_consolidation,0
60,54559.7,9835.48,12,682,0.2724,2.3,9,0,0,debt_consolidation,0
56,51570.01,23358.17,24,721,0.4835,1.1,7,2,0,personal,0
22,65684.92,2424.53,36,793,0.3867,4.3,17,0,0,business,0
45,23250.53,23003.56,24,642,0.2113,5.6,15,0,0,home_improvement,0
57,47669.75,19514.36,60,576,0.2081,5.7,12,0,0,education,0
27,60342.9,15046.62,12,668,0.6202,2.8,19,1,0,home_improvement,0
62,101617.57,25475.2,48,680,0.1479,2.4,14,0,0,personal,0
52,69584.85,20623.33,36,525,0.4396,4.2,5,0,0,debt_consolidation,0
41,74901.17,40860.8,12,612,0.4997,0.3,19,0,1,personal,0
45,66548.9,10055.87,12,670,0.1493,0.2,4,0,0,personal,0
46,150243.35,15336.17,24,850,0.1781,15.0,2,0,0,business,0
57,87470.86,16557.11,60,647,0.4337,1.9,13,1,0,personal,0
42,20000.0,23497.45,48,850,0.0881,1.3,12,0,0,education,0
51,70557.5,15953.94,12,662,0.3592,0.1,4,0,0,education,0
45,92257.33,4144.49,48,631,0.0496,5.5,8,1,1,home_improvement,0
63,28728.78,1000.0,48,673,0.2914,3.6,16,0,0,personal,0
51,67623.46,8566.45,12,708,0.1834,11.2,9,0,0,home_improvement,0
43,51548.67,18975.41,48,555,0.3453,3.6,15,0,2,personal,1
49,43634.05,17452.42,12,603,0.3732,4.2,1,0,0,home_improvement,0
28,98399.25,7336.19,12,654,0.4587,5.8,8,0,1,debt_consolidation,0
56,48422.49,12889.51,24,694,0.2805,2.1,13,0,0,education,0
49,48652.11,4638.11,24,700,0.1977,3.5,16,0,0,personal,0
35,42468.2,10121.33,24,623,0.5885,4.5,19,0,1,home_improvement,0
31,37793.46,22815.54,24,640,0.3222,5.1,15,0,0,business,0
37,51338.1,8316.41,36,785,0.2279,8.7,3,1,0,education,0
37,50101.09,24406.47,12,734,0.0264,7.1,9,0,0,debt_consolidation,0
52,35303.42,1000.0,60,664,0.4302,0.1,4,0,0,debt_consolidation,0
63,64315.65,9682.41,36,771,0.4752,5.4,10,1,0,home_improvement,0
46,20000.0,30269.77,60,609,0.4826,3.7,19,0,0,business,0
34,67539.22,1000.0,48,791,0.6273,0.4,4,0,0,home_improvement,0
27,89407.73,14652.5,60,726,0.2621,7.1,12,0,0,personal,0
30,51731.28,20526.12,24,760,0.2434,8.1,3,0,0,home_improvement,0
57,73852.28,15779.89,24,752,0.3224,12.9,6,0,0,home_improvement,0
64,58686.73,22966.3,12,733,0.1943,6.6,17,0,1,education,0
41,123798.21,22430.75,24,578,0.2029,1.2,10,1,0,home_improvement,0
39,89330.71,9449.34,48,751,0.3495,0.7,1,0,1,debt_consolidation,0
64,43339.18,20507.74,24,658,0.3069,5.4,16,1,1,business,0
42,97288.36,12532.42,24,663,0.5509,1.9,13,0,0,debt_consolidation,0
25,125279.98,17485.19,12,710,0.4133,5.9,16,1,1,home_improvement,0
54,59586.77,9487.78,60,800,0.3628,1.6,8,1,0,personal,0
48,77170.24,34469.86,12,691,0.3109,2.9,4,0,0,personal,0
28,90322.49,11596.63,36,626,0.0991,5.1,15,0,0,business,0
27,37014.15,7000.05,12,670,0.4067,2.9,3,1,1,personal,0
36,20000.0,22982.14,12,850,0.3351,2.3,19,0,2,home_improvement,0
39,68989.21,14053.01,48,720,0.2076,8.8,15,0,2,business,0
53,44443.74,22821.77,36,660,0.3124,8.5,11,1,0,home_improvement,0
32,59544.58,12705.74,36,614,0.3719,3.7,6,0,0,personal,0
41,90621.07,4618.52,36,635,0.4876,9.3,5,0,0,business,0
45,79125.01,24323.91,60,627,0.0248,7.5,18,2,0,personal,0
36,78953.43,6917.2,60,651,0.2727,1.0,2,0,0,debt_consolidation,0
28,61784.38,7263.17,60,665,0.455,4.7,2,0,1,debt_consolidation,0
42,48889.97,13647.55,24,627,0.0911,0.9,14,1,0,personal,0
63,47280.5,9853.3,24,641,0.3276,8.5,7,1,0,home_improvement,0
47,108593.41,7285.44,12,672,0.3617,2.7,13,0,0,personal,0
35,121403.28,3258.58,24,818,0.0225,14.8,11,2,1,personal,0
58,91970.54,21912.51,48,613,0.4694,7.6,9,1,1,home_improvement,0
42,57978.85,26309.41,60,634,0.422,6.7,2,1,0,debt_consolidation,1
39,37179.01,9439.17,48,755,0.3016,4.5,14,0,0,personal,0
26,133028.34,25096.48,12,804,0.0753,8.5,13,0,0,education,0
24,76328.56,18037.69,48,698,0.7064,2.3,8,0,0,home_improvement,0
44,75796.41,20347.96,60,572,0.3131,7.7,1,0,1,business,0
47,50058.26,19922.86,12,840,0.0306,2.7,7,1,0,education,0
58,82203.83,10539.73,36,672,0.0777,1.4,4,1,0,debt_consolidation,0
45,59805.43,9087.76,48,786,0.3668,1.0,3,0,0,debt_consolidation,0
40,38613.4,13558.76,24,575,0.3956,1.5,2,1,1,debt_consolidation,0
46,56535.43,13787.68,60,657,0.2556,7.0,6,1,1,personal,0
42,75074.8,22386.45,36,584,0.2428,9.2,2,1,1,business,0
33,103332.91,17525.93,48,517,0.4426,0.8,13,0,1,debt_consolidation,0
62,25630.42,15754.6,60,747,0.225,2.3,12,0,1,education,0
54,34029.78,19272.35,36,806,0.0983,0.5,18,0,0,business,1
25,54335.43,6743.18,24,611,0.4014,5.2,4,1,1,home_improvement,1
63,41600.46,19403.64,48,742,0.2647,0.8,17,0,0,business,0
28,65062.75,16785.28,12,774,0.2769,1.1,19,0,1,personal,0
43,52705.05,44564.01,24,823,0.1351,7.8,8,0,0,education,0
54,68116.83,5531.23,12,674,0.3254,8.2,7,0,0,home_improvement,0
38,69186.9,18559.86,60,668,0.2585,9.1,18,0,0,debt_consolidation,0
45,31152.56,9463.87,24,644,0.0709,8.2,5,0,0,business,0
55,59779.56,16248.83,12,708,0.1859,12.0,13,0,1,personal,0
49,45032.52,25820.92,24,612,0.3841,0.1,8,0,0,home_improvement,0
64,93454.42,30176.24,48,469,0.3617,0.7,8,0,1,education,0
62,48008.55,9303.45,36,616,0.4349,2.5,15,1,0,business,0
60,52624.14,13019.99,60,654,0.1572,1.8,6,0,0,debt_consolidation,0
43,42306.42,1000.0,60,797,0.0821,12.5,6,0,0,debt_consolidation,0
38,64253.34,28546.95,24,693,0.1526,4.6,7,0,0,business,0
55,61196.37,9527.56,48,673,0.3673,4.8,14,0,0,debt_consolidation,0
27,102045.22,1000.0,60,713,0.3245,1.3,19,0,0,education,0
27,64242.07,16364.5,36,738,0.1658,0.5,3,0,2,home_improvement,0
55,98634.11,5918.47,36,718,0.2372,2.3,15,0,0,education,0
22,103456.81,7381.16,12,560,0.0689,2.0,17,1,0,education,0
31,56156.85,8761.63,48,779,0.5292,20.3,8,0,1,personal,0
42,60624.73,25108.73,36,695,0.0573,1.4,1,0,0,debt_consolidation,0
26,50655.25,28621.83,36,682,0.1554,4.8,17,1,2,education,0
23,34307.24,18972.66,36,724,0.237,4.4,18,0,0,business,0
43,123963.48,13530.06,60,805,0.1087,2.4,10,0,0,education,0
23,50787.04,5083.06,12,601,0.4829,4.5,10,0,0,education,0
31,42457.28,11747.42,36,690,0.1814,15.2,5,0,1,home_improvement,0
55,38479.53,17681.76,48,670,0.4671,2.2,5,1,0,personal,0
37,49365.49,20157.75,24,674,0.2261,0.1,1,1,1,home_improvement,0
60,57409.71,20111.95,24,642,0.3412,8.0,2,1,0,debt_consolidation,0
43,96066.22,18646.07,48,676,0.2162,12.1,7,0,0,business,0
33,110318.28,18661.2,24,602,0.3635,8.8,4,1,2,business,0
45,20000.0,18118.05,48,712,0.1584,0.8,7,0,1,education,0
61,104690.52,19534.33,48,669,0.3736,3.5,12,2,0,education,0
59,106940.58,4336.9,36,706,0.1661,4.4,17,0,0,personal,0
31,49502.02,5469.07,24,739,0.183,4.2,1,0,0,personal,0
56,42226.17,23078.28,60,726,0.0897,1.3,6,0,1,education,0
53,78047.25,16104.04,12,621,0.3145,2.1,9,0,1,personal,0
28,49046.35,23724.55,60,679,0.0614,9.9,18,0,0,home_improvement,0
42,102448.29,22727.42,36,696,0.636,9.5,19,0,1,personal,0
41,77271.43,10137.48,24,662,0.2068,0.2,1,1,0,debt_consolidation,0
47,46140.55,25113.7,48,667,0.3317,7.8,17,0,1,education,0
25,72308.51,27230.17,60,633,0.1669,19.8,6,1,1,education,0
43,66757.11,13818.99,60,740,0.592,13.4,1,0,0,personal,0
36,20000.0,26405.46,12,624,0.561,2.9,3,1,1,personal,0
61,40323.91,11856.18,24,736,0.2411,8.2,2,0,0,education,0
42,48555.66,19568.32,36,721,0.4095,6.7,1,1,1,debt_consolidation,0
36,74487.21,22984.42,24,760,0.4201,0.7,11,0,0,debt_consolidation,0
43,79159.46,10732.01,24,627,0.2071,1.1,17,0,0,home_improvement,0
49,95163.65,14036.45,60,606,0.3762,0.6,14,0,0,home_improvement,0
35,47382.98,10296.13,48,664,0.3619,2.2,8,0,1,business,0
48,27947.84,13501.94,24,619,0.0337,4.4,13,0,0,education,0
62,43824.41,27160.28,36,734,0.591,3.5,10,0,0,debt_consolidation,0
61,47348.53,13641.49,60,669,0.162,15.0,12,0,0,education,0
49,44955.25,15515.38,12,693,0.2756,9.3,13,1,2,business,0
47,64460.08,20394.71,36,788,0.6239,9.7,1,0,0,business,0
23,82455.54,8994.93,36,813,0.2437,2.0,9,1,1,personal,0
46,54703.69,5668.09,24,575,0.0767,1.9,7,0,0,home_improvement,0
24,77527.4,10931.69,12,674,0.3249,1.3,17,0,1,home_improvement,0
29,89251.31,11064.26,12,675,0.1929,0.7,7,0,0,business,0
54,64736.39,11297.57,12,592,0.3178,6.7,3,0,1,personal,0
63,36564.06,22774.47,48,516,0.7554,12.2,3,0,0,business,0
56,58023.26,1000.0,48,590,0.202,7.8,10,1,0,home_improvement,0
27,90510.43,28421.52,48,667,0.541,7.0,2,0,1,education,0
60,80756.58,25092.93,60,722,0.0602,3.5,11,0,0,home_improvement,0
44,38317.07,1000.0,36,485,0.3463,0.2,5,0,0,debt_consolidation,0
46,94436.25,17144.98,60,511,0.1596,2.9,9,0,0,home_improvement,0
64,56734.87,4972.43,12,712,0.7258,1.2,14,0,0,personal,0
40,38181.9,16017.82,36,781,0.1497,0.1,15,0,0,home_improvement,0
26,64202.31,6730.4,36,728,0.4009,3.0,18,0,0,education,0
32,26876.27,10122.56,36,778,0.1683,9.4,12,1,1,business,0
33,81255.51,12642.47,48,790,0.1048,1.7,19,0,1,personal,0
31,93616.11,17377.42,48,561,0.2544,2.1,14,0,1,personal,0
29,39968.02,14377.68,48,563,0.1259,19.4,16,1,1,personal,0
45,60791.5,15354.4,36,760,0.1258,1.8,14,0,1,debt_consolidation,0
49,86790.36,24482.74,48,729,0.3999,2.5,17,1,0,business,0
62,31728.58,20702.41,36,664,0.3458,5.5,18,1,2,business,0
57,34465.38,16662.89,24,716,0.625,3.6,3,0,0,business,0
58,59074.42,12558.39,12,582,0.1348,9.5,15,0,1,debt_consolidation,0
42,58027.26,28715.94,60,776,0.1483,5.5,13,1,0,education,0
29,66220.1,21331.05,24,678,0.2777,0.3,15,0,0,personal,0
30,62373.11,8845.01,60,658,0.454,0.9,13,0,1,education,0
36,31755.04,19080.36,12,719,0.5264,8.7,9,0,0,education,0
61,24624.67,19895.02,12,560,0.2743,1.4,16,0,1,personal,0
39,32047.03,20173.93,60,595,0.1877,5.1,4,0,0,business,0
63,77572.37,15570.61,48,504,0.3851,5.6,12,0,1,education,0
41,88776.85,32697.67,24,784,0.1949,1.2,18,1,0,personal,0
27,62775.31,18259.18,12,603,0.1143,0.0,8,0,1,home_improvement,0
33,82763.35,1000.0,24,571,0.5808,1.9,6,0,0,education,0
23,49795.53,1000.0,24,690,0.5738,1.7,13,0,0,education,0
28,55821.67,3335.76,60,669,0.0849,3.8,15,1,0,home_improvement,0
37,88104.15,18982.39,24,576,0.0889,0.7,5,0,0,education,0
24,76630.29,22983.32,36,640,0.6029,14.2,9,0,1,debt_consolidation,0
24,69413.56,26773.12,36,728,0.2027,6.9,19,0,0,debt_consolidation,0
48,61314.66,13934.84,12,716,0.3933,8.2,11,0,0,home_improvement,0
64,36044.93,13970.32,48,687,0.0737,1.0,3,0,0,business,0
61,67137.64,19942.06,60,649,0.494,1.4,8,0,0,home_improvement,0
59,72748.47,14176.2,12,535,0.1013,3.8,18,2,0,personal,0
54,120203.01,19145.32,24,729,0.1466,18.1,17,1,3,debt_consolidation,1
49,63026.45,9413.67,36,840,0.3763,1.8,5,0,0,business,0
22,55758.41,17024.35,12,634,0.1507,1.7,10,0,0,debt_consolidation,0
29,72046.63,13187.98,24,707,0.2437,14.1,5,0,0,business,0
58,101208.2,27142.64,60,714,0.1972,0.6,2,0,0,personal,0
53,73801.99,20589.52,60,585,0.2753,3.4,12,1,0,personal,0
64,60524.3,30907.09,12,806,0.373,16.1,16,1,1,business,0
58,45373.9,19142.05,12,769,0.5324,4.6,19,0,0,personal,0
